#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-27T02:07:28 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-27T02:07:28	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/271/19/table3&-order=I&-out=Gaia&-out=RAJ2000&-out=DEJ2000&-out=SNR-G&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=FeH&-out=e_FeH&-out=a/Fe&-out=e_a/Fe&-out=GMag&-out=e_GMag&-out=LFlame&-out=e_LFlame&-out=KIC&-out=Prot&-out=e_Prot&-out=Sph&-out=e_Sph&-out=S-index&-out=e_S-index&-out=SNR&-out=logRHK&-out=e_logRHK&-out=Mass&-out=e_Mass&-out=Age&-out=e_Age&-out=DR7&DR7=DR7&-out=Simbad&Simbad=Simbad&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22710019
#Name: J/ApJS/271/19
#Title: FGK dwarfs from LAMOST DR7 and Gaia DR3 and Kepler (Ye+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/apjs/271/19	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/271/19	    IVOID of underlying data collection
#INFO	creator=Ye L.	    First author or institution
#INFO	cites=bibcode:2024ApJS..271...19Y	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/271/19	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22710019	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_271_19_table3:
#Name: J/ApJS/271/19/table3
#Title: Sample
#Column	Gaia	(I19)	Gaia DR3 identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-9.3/78] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	SNR-G	(F6.2)	[50/748] Spectral S/N per pixel in SDSS g-band	[ucd=stat.snr]
#Column	Teff	(I4)	[5000/6499] Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I2)	[1/38] Uncertainty in Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F5.2)	[3.6/4.8] Log surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F5.2)	[0/0.08] Uncertainty in logg	[ucd=stat.error]
#Column	FeH	(F5.2)	[-1/0.5] Log iron abundance relative to hydrogen	[ucd=phys.abund.Fe]
#Column	e_FeH	(F5.2)	[0/0.1] Uncertainty in FeH	[ucd=stat.error]
#Column	a/Fe	(F5.2)	[-0.07/0.33] Log Alpha element to iron abundance ratio	[ucd=phys.abund]
#Column	e_a/Fe	(F5.2)	[0/0.03] Uncertainty in a/Fe	[ucd=stat.error;phys.abund]
#Column	GMag	(F5.2)	[1.9/6.4] Absolute magnitude in Gaia G band	[ucd=phys.magAbs;em.opt]
#Column	e_GMag	(F5.2)	[0/0.8] Standard error of Gmag	[ucd=stat.error;phot.mag]
#Column	LFlame	(F7)	[0.25/11.7] Stellar luminosity with FLAME pipeline	[ucd=phys.luminosity]
#Column	e_LFlame	(F7)	[0.001/1.1] Standard error of LFlame	[ucd=stat.error]
#Column	KIC	(I8)	[1026838/12935035]? Kepler Input Catalog identifier	[ucd=meta.id.cross]
#Column	Prot	(F5.2)	[0.49/63]? Rotation Period	[ucd=time.period]
#Column	e_Prot	(F5.2)	[0.02/10.2]? Uncertainty in Prot	[ucd=stat.error]
#Column	Sph	(F7.1)	[0.2/12192]? Amplitude brightness variations	[ucd=src.var.amplitude]
#Column	e_Sph	(F6.1)	[1/1022]? Uncertainty in Sph	[ucd=stat.error]
#Column	S-index	(F6.3)	[0.13/0.4]? Weight average value of S_L_ index	[ucd=spect.index]
#Column	e_S-index	(F6.3)	[0.002/0.03]? Uncertainty in S-index	[ucd=stat.error]
#Column	SNR	(F6.2)	[100/748]? S-index S/N	[ucd=stat.snr]
#Column	logRHK	(F7.4)	[-8.3/-4.1]? Chromospheric activity index, logR_HK_^+^	[ucd=phot.flux;arith.ratio]
#Column	e_logRHK	(F7.4)	[0.0025/0.06]? Uncertainty in logRHK	[ucd=stat.error]
#Column	Mass	(F5.2)	[0.7/1.4] Mass with grid-based modelling	[ucd=phys.mass]
#Column	e_Mass	(F5.2)	[0/0.2] Uncertainty in Mass	[ucd=stat.error;phys.mass]
#Column	Age	(F5.2)	[0.1/13.8] Age with grid-based modelling	[ucd=time.age]
#Column	e_Age	(F5.2)	[0.01/4.4] Uncertainty in Age	[ucd=stat.error;time.age]
#Column	DR7	(A3)	Display data from LAMOST DR7 LRS (V/156) within 2"	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
Gaia;RAJ2000;DEJ2000;SNR-G;Teff;e_Teff;logg;e_logg;FeH;e_FeH;a/Fe;e_a/Fe;GMag;e_GMag;LFlame;e_LFlame;KIC;Prot;e_Prot;Sph;e_Sph;S-index;e_S-index;SNR;logRHK;e_logRHK;Mass;e_Mass;Age;e_Age;DR7;Simbad
2773235820110978432;359.32510;+16.49144;110.28;5871;12; 4.23; 0.03;-0.55; 0.04; 0.13; 0.02; 4.40; 0.01;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.173; 0.005;110.71;-4.8863; 0.0129; 0.86; 0.02;11.88; 0.67;DR7;Simbad
3882965102067978368;158.03434;+11.60317;183.19;5841; 8; 4.27; 0.02; 0.08; 0.02; 0.03; 0.01; 3.98; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.170; 0.004;183.19;-5.0088; 0.0104; 1.12; 0.02; 5.96; 0.42;DR7;Simbad
2127457181872446336;290.78814;+46.05504;129.52;6216;12; 4.20; 0.03;-0.24; 0.03; 0.03; 0.02; 3.70; 0.01;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.186; 0.006;129.86;-4.8414; 0.0130; 1.14; 0.02; 4.19; 0.42;DR7;Simbad
 851652539753581056;153.89308;+53.60369;116.65;5741;12; 4.21; 0.03; 0.06; 0.03; 0.03; 0.02; 4.18; 0.05;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.180; 0.005;116.40;-4.9098; 0.0117; 1.04; 0.01; 8.34; 0.31;DR7;Simbad
2806198865177364608;008.39295;+23.84777;144.09;5958; 9; 4.16; 0.02;-0.02; 0.02; 0.04; 0.01; 3.97; 0.04;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.162; 0.005;144.10;-5.1128; 0.0123; 1.12; 0.02; 5.46; 0.44;DR7;Simbad
3426770963133418880;092.29181;+25.30429;163.80;6154; 8; 4.37; 0.02;-0.14; 0.02; 0.05; 0.01; 4.45; 0.04;  1e+00;  4e-02;        ;     ;     ;       ;      ; 0.264; 0.004;164.10;-4.4280; 0.0072; 1.08; 0.01; 1.28; 0.44;DR7;Simbad
3375421433653895168;092.82037;+21.67789;100.41;6094;13; 4.20; 0.03;-0.66; 0.04; 0.16; 0.02; 4.32; 0.05;  1e+00;  6e-02;        ;     ;     ;       ;      ; 0.258; 0.008;100.41;-4.3328; 0.0132; 0.92; 0.02; 8.24; 0.81;DR7;Simbad
 577549204390471936;135.95926;+03.19350;182.49;6213; 8; 4.09; 0.02;-0.18; 0.02; 0.06; 0.02; 3.53; 0.02;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.193; 0.004;182.59;-4.7840; 0.0081; 1.22; 0.01; 3.57; 0.13;DR7;Simbad
 898942809742597888;113.05401;+38.07472;115.88;6216;12; 4.28; 0.03;-0.43; 0.04; 0.11; 0.02; 4.19; 0.04;  2e+00;  7e-02;        ;     ;     ;       ;      ; 0.195; 0.006;115.83;-4.7661; 0.0142; 1.04; 0.02; 3.37; 0.82;DR7;Simbad
 581053416668446592;131.61674;+02.88082;168.97;6033; 7; 4.20; 0.02; 0.07; 0.02; 0.00; 0.01; 3.93; 0.04;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.176; 0.004;168.82;-4.9438; 0.0099; 1.18; 0.01; 3.94; 0.14;DR7;Simbad
1609112319241356032;212.99284;+54.42784;173.53;5659; 7; 4.13; 0.02;-0.32; 0.02; 0.13; 0.01; 4.40; 0.01;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.190; 0.004;173.74;-4.8368; 0.0093; 0.88; 0.01;13.76; 0.25;DR7;Simbad
 621282378169451264;145.77276;+18.34762;121.28;6230;11; 4.14; 0.03;-0.32; 0.03; 0.08; 0.02; 3.88; 0.03;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.195; 0.005;121.48;-4.7682; 0.0102; 1.10; 0.02; 4.13; 0.35;DR7;Simbad
3280692287806768640;066.33831;+03.68864;139.32;6070;10; 4.19; 0.02;-0.27; 0.03; 0.06; 0.02; 3.95; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.192; 0.006;139.65;-4.7916; 0.0135; 1.06; 0.01; 5.72; 0.28;DR7;Simbad
3145775991967831680;121.24089;+07.47346;170.97;6019; 7; 4.04; 0.02;-0.68; 0.03; 0.15; 0.02; 4.00; 0.01;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.212; 0.004;170.69;-4.5531; 0.0089; 0.92; 0.01; 9.47; 0.28;DR7;Simbad
3076929998377765504;127.18469;+00.31868;101.51;6177;14; 4.43; 0.03; 0.13; 0.03; 0.03; 0.02; 3.86; 0.03;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.214; 0.008;101.36;-4.6435; 0.0151; 1.24; 0.02; 2.13; 0.32;DR7;Simbad
1250297763351857664;208.00273;+21.70689;143.77;6241;10; 4.15; 0.02;-0.35; 0.03; 0.07; 0.02; 3.84; 0.06;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.203; 0.005;146.76;-4.7114; 0.0107; 1.10; 0.01; 4.02; 0.24;DR7;Simbad
3358278874847783296;101.97111;+16.42848;175.65;6380; 9; 4.33; 0.02;-0.01; 0.02; 0.02; 0.02; 3.76; 0.03;  2e+00;  6e-02;        ;     ;     ;       ;      ; 0.191; 0.005;176.13;-4.7990; 0.0118; 1.24; 0.01; 1.05; 0.20;DR7;Simbad
 705281321320686336;132.72932;+29.26130;154.24;6153; 9; 4.13; 0.02;-0.22; 0.03; 0.05; 0.02; 3.81; 0.02;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.183; 0.005;153.49;-4.8649; 0.0120; 1.14; 0.02; 4.23; 0.31;DR7;Simbad
 843421458269842816;166.79258;+54.07216;142.31;5998; 9; 4.16; 0.02; 0.06; 0.02; 0.02; 0.01; 3.69; 0.02;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.184; 0.004;142.45;-4.8571; 0.0095; 1.20; 0.01; 4.33; 0.13;DR7;Simbad
3021328111974704384;091.59765;-03.90214;180.74;6326; 9; 4.28; 0.02;-0.25; 0.02; 0.05; 0.02; 4.01; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.218; 0.004;179.68;-4.6132; 0.0087; 1.12; 0.01; 2.04; 0.21;DR7;Simbad
 663296916490085632;125.82463;+18.89670;159.72;6279; 9; 4.12; 0.02;-0.31; 0.03; 0.08; 0.02; 3.63; 0.03;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.193; 0.005;159.66;-4.7811; 0.0105; 1.16; 0.01; 3.69; 0.18;DR7;Simbad
 334754119034194432;037.03766;+38.57637;107.54;6053;13; 4.19; 0.03;-0.10; 0.03; 0.06; 0.02; 3.87; 0.05;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.181; 0.006;105.26;-4.8927; 0.0137; 1.16; 0.02; 4.48; 0.49;DR7;Simbad
 650280695979278592;123.50911;+12.48348;118.27;6110;12; 4.17; 0.03;-0.09; 0.03; 0.03; 0.02; 3.95; 0.02;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.188; 0.006;118.04;-4.8243; 0.0140; 1.12; 0.02; 4.33; 0.48;DR7;Simbad
 886918340126787712;110.23092;+31.84262;148.47;6410;10; 4.19; 0.02;-0.16; 0.03; 0.05; 0.02; 3.61; 0.02;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.202; 0.005;148.41;-4.7122; 0.0108; 1.20; 0.01; 2.26; 0.16;DR7;Simbad
3869958399202800384;159.41666;+09.74935;101.21;5773;13; 4.28; 0.03;-0.05; 0.03; 0.04; 0.01; 4.28; 0.02;  1e+00;  3e-02;        ;     ;     ;       ;      ; 0.154; 0.006;101.21;-5.2485; 0.0165; 1.00; 0.01; 8.53; 0.36;DR7;Simbad
 277757257317241088;072.51314;+57.39537;115.98;6347;13; 4.03; 0.03;-0.34; 0.04; 0.10; 0.02; 3.23; 0.01;  4e+00;  4e-02;        ;     ;     ;       ;      ; 0.195; 0.006;115.53;-4.7627; 0.0131; 1.26; 0.01; 3.15; 0.13;DR7;Simbad
 102480187425308160;034.85550;+23.64592;105.19;5934;13; 4.25; 0.03;-0.14; 0.03; 0.03; 0.02; 4.09; 0.03;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.172; 0.007;105.14;-4.9859; 0.0164; 1.04; 0.02; 6.43; 0.60;DR7;Simbad
2503086569079575168;039.02403;+02.67415;112.61;5680;12; 4.31; 0.03; 0.01; 0.03; 0.02; 0.01; 4.78; 0.05;  1e+00;  3e-02;        ;     ;     ;       ;      ; 0.181; 0.011;112.64;-4.9073; 0.0253; 0.98; 0.01; 7.52; 0.96;DR7;Simbad
3384978216923324288;100.96352;+26.81128;113.81;6401;16; 4.34; 0.03; 0.09; 0.04; 0.01; 0.02; 3.63; 0.02;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.192; 0.006;113.81;-4.7939; 0.0138; 1.30; 0.01; 1.14; 0.21;DR7;Simbad
 327440614363398144;037.00139;+35.70256;131.71;5785; 9; 4.05; 0.03;-0.62; 0.03; 0.18; 0.02; 4.00; 0.03;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.175; 0.005;131.55;-4.8503; 0.0123; 0.94; 0.01;10.28; 0.26;DR7;Simbad
 969446175376040064;093.15332;+47.30112;101.15;6422;15; 4.08; 0.04;-0.33; 0.04; 0.07; 0.02; 3.40; 0.02;  3e+00;  6e-02;        ;     ;     ;       ;      ; 0.228; 0.005;102.48;-4.5611; 0.0100; 1.26; 0.02; 2.69; 0.23;DR7;Simbad
2136003513955575936;293.55625;+51.12179;126.67;5645;11; 4.19; 0.02; 0.12; 0.03; 0.03; 0.01; 4.27; 0.01;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.198; 0.007;126.75;-4.7860; 0.0161; 1.02; 0.01; 9.16; 0.34;DR7;Simbad
 890112765003180416;107.77188;+32.01392;104.13;5630;12; 4.20; 0.03; 0.13; 0.03; 0.03; 0.01; 4.22; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.163; 0.009;104.60;-5.1007; 0.0239; 1.02; 0.01; 9.42; 0.35;DR7;Simbad
 918465532046186624;128.37765;+46.19856;205.48;6156; 7; 4.12; 0.02;-0.26; 0.02; 0.06; 0.01; 3.75; 0.01;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.179; 0.004;204.03;-4.9140; 0.0099; 1.10; 0.01; 5.16; 0.18;DR7;Simbad
 379481629279932544;004.44676;+37.79800;137.00;5370; 9; 4.43; 0.02;-0.03; 0.02; 0.05; 0.01; 4.79; 0.08;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.174; 0.005;136.79;-5.0085; 0.0116; 0.94; 0.01;13.60; 0.36;DR7;Simbad
 870378837684772352;108.39624;+23.98952;144.63;6254;10; 4.11; 0.03;-0.39; 0.03; 0.09; 0.02; 3.53; 0.03;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.198; 0.006;144.62;-4.7401; 0.0130; 1.14; 0.02; 4.24; 0.33;DR7;Simbad
 809081133154354304;154.49581;+44.65283;106.92;5658;13; 4.24; 0.03;-0.03; 0.03; 0.05; 0.01; 4.47; 0.02;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.203; 0.007;106.64;-4.7508; 0.0153; 0.96; 0.02; 9.96; 0.65;DR7;Simbad
3870368237866819968;160.09809;+10.29794;175.19;6480; 9; 4.17; 0.02;-0.19; 0.02; 0.08; 0.01; 3.30; 0.02;  4e+00;  5e-02;        ;     ;     ;       ;      ; 0.190; 0.005;175.19;-4.8117; 0.0109; 1.32; 0.01; 1.96; 0.12;DR7;Simbad
3425706184903115392;095.03038;+24.32375;116.87;5744;11; 4.23; 0.02; 0.16; 0.03; 0.02; 0.01; 4.56; 0.07;  1e+00;  4e-02;        ;     ;     ;       ;      ; 0.238; 0.015;116.66;-4.5637; 0.0257; 1.06; 0.01; 4.74; 0.78;DR7;Simbad
4009118672488320000;185.98107;+26.98873;118.32;5815;11; 4.31; 0.02;-0.07; 0.03; 0.05; 0.02; 4.51; 0.08;  1e+00;  6e-02;        ;     ;     ;       ;      ; 0.186; 0.005;118.57;-4.8500; 0.0118; 1.02; 0.01; 5.79; 1.01;DR7;Simbad
 731809036500416128;163.28612;+29.54716;189.76;6426; 8; 4.14; 0.02;-0.36; 0.02; 0.10; 0.01; 3.59; 0.01;  3e+00;  4e-02;        ;     ;     ;       ;      ; 0.202; 0.005;189.76;-4.7175; 0.0116; 1.18; 0.01; 2.75; 0.16;DR7;Simbad
3809544805102135552;163.49113;+03.05997;173.19;5517; 7; 4.26; 0.02;-0.03; 0.02; 0.09; 0.01; 4.59; 0.01;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.171; 0.004;176.05;-5.0202; 0.0095; 0.92; 0.01;13.32; 0.47;DR7;Simbad
1383337192844643840;241.14751;+41.56518;111.72;5664;13; 4.16; 0.03; 0.06; 0.03; 0.01; 0.01; 4.14; 0.01;  2e+00;  1e-02;        ;     ;     ;       ;      ; 0.180; 0.008;111.92;-4.9197; 0.0184; 1.04; 0.01; 9.01; 0.27;DR7;Simbad
3817444207736391936;169.93110;+06.50504;152.22;5947; 8; 4.16; 0.02;-0.61; 0.03; 0.12; 0.01; 4.30; 0.07;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.195; 0.004;152.96;-4.6704; 0.0090; 0.86; 0.01;11.51; 0.36;DR7;Simbad
1359490636767935360;254.06832;+45.90075;161.90;5653; 8; 4.16; 0.02;-0.12; 0.02; 0.12; 0.01; 4.22; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.179; 0.004;161.36;-4.9292; 0.0104; 0.98; 0.01;10.50; 0.19;DR7;Simbad
 661644286090264576;133.25026;+20.57333;104.30;6406;15; 4.08; 0.04;-0.28; 0.04; 0.11; 0.02; 3.47; 0.11;  3e+00;  8e-02;        ;     ;     ;       ;      ; 0.216; 0.006;104.58;-4.6240; 0.0117; 1.22; 0.02; 2.53; 0.32;DR7;Simbad
2101204585113373184;290.46408;+40.79917;120.68;6137;12; 4.11; 0.03;-0.10; 0.03; 0.02; 0.02; 3.51; 0.12;  3e+00;  3e-02;        ;     ;     ;       ;      ; 0.177; 0.006;121.20;-4.9276; 0.0142; 1.18; 0.01; 4.11; 0.15;DR7;Simbad
  57385646454127488;054.47565;+20.39925;195.26;6084; 6; 4.20; 0.02;-0.29; 0.02; 0.05; 0.01; 3.87; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.178; 0.004;195.26;-4.9155; 0.0096; 1.04; 0.01; 6.29; 0.20;DR7;Simbad
 756600893403099136;157.45639;+41.56576;114.32;5814;12; 4.18; 0.03;-0.33; 0.04; 0.08; 0.02; 4.47; 0.09;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.190; 0.006;114.34;-4.8236; 0.0133; 0.92; 0.01;11.02; 0.66;DR7;Simbad
3977672296336235136;172.96198;+19.75898;150.69;5916; 9; 4.17; 0.02;-0.38; 0.03; 0.09; 0.01; 4.11; 0.02;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.181; 0.005;150.56;-4.8955; 0.0119; 0.96; 0.01; 8.70; 0.33;DR7;Simbad
2051220137980339840;288.87571;+37.41818;141.56;5804; 9; 4.42; 0.02;-0.34; 0.03; 0.05; 0.01; 4.04; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.200; 0.004;142.14;-4.7537; 0.0090; 0.98; 0.01; 9.00; 0.22;DR7;Simbad
3380178951747062016;104.62242;+23.40920;100.23;6042;14; 4.15; 0.03;-0.02; 0.03; 0.04; 0.02; 3.96; 0.09;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.183; 0.009;100.23;-4.8681; 0.0202; 1.16; 0.02; 4.30; 0.41;DR7;Simbad
1244922594601272064;208.60392;+18.33890;139.46;6273;11; 4.08; 0.03;-0.25; 0.03; 0.07; 0.02; 3.51; 0.05;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.196; 0.005;139.48;-4.7595; 0.0112; 1.20; 0.01; 3.50; 0.18;DR7;Simbad
 436076344620514944;045.37640;+47.82960;109.69;5945;13; 4.11; 0.03; 0.03; 0.03; 0.02; 0.02; 3.80; 0.02;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.194; 0.008;109.79;-4.7845; 0.0186; 1.18; 0.03; 4.77; 0.51;DR7;Simbad
2126120450613165568;290.65759;+44.10278;111.81;6250;13; 4.22; 0.03; 0.02; 0.03; 0.01; 0.02; 3.74; 0.02;  2e+00;  5e-02;        ;     ;     ;       ;      ; 0.174; 0.006;111.76;-4.9718; 0.0146; 1.22; 0.01; 2.48; 0.25;DR7;Simbad
 123340710439793024;048.00291;+30.66104;109.97;6340;12; 4.37; 0.02;-0.04; 0.03; 0.04; 0.01; 3.12; 0.02;  4e+00;  5e-02;        ;     ;     ;       ;      ; 0.220; 0.008;109.96;-4.6057; 0.0158; 1.36; 0.01; 2.51; 0.12;DR7;Simbad
3836933296152288384;151.92699;+03.77935;166.67;6471; 9; 4.12; 0.02;-0.35; 0.03; 0.08; 0.01; 3.24; 0.04;  4e+00;  7e-02;        ;     ;     ;       ;      ; 0.215; 0.005;166.71;-4.6279; 0.0099; 1.28; 0.01; 2.58; 0.08;DR7;Simbad
1452165967907851392;207.70441;+28.36493;109.85;6234;14; 4.16; 0.03;-0.04; 0.04; 0.02; 0.02; 3.64; 0.03;  3e+00;  7e-02;        ;     ;     ;       ;      ; 0.192; 0.005;109.69;-4.7867; 0.0116; 1.24; 0.02; 3.06; 0.24;DR7;Simbad
 952275411521415040;102.86976;+43.33206;105.75;6022;13; 4.16; 0.03;-0.52; 0.04; 0.09; 0.02; 4.17; 0.07;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.177; 0.007;105.73;-4.8412; 0.0162; 0.94; 0.02; 8.38; 0.58;DR7;Simbad
2877539337116966656;002.05384;+36.80433;124.91;5606;11; 4.22; 0.02;-0.19; 0.03; 0.13; 0.01; 4.57; 0.06;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.176; 0.006;125.41;-4.9564; 0.0137; 0.92; 0.02;12.03; 0.79;DR7;Simbad
3279103489208898432;067.61177;+01.86009;140.80;5443; 9; 4.45; 0.02; 0.11; 0.02; 0.02; 0.01; 4.22; 0.02;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.203; 0.006;140.42;-4.7859; 0.0122; 1.00; 0.01;11.02; 0.13;DR7;Simbad
1154937600911110656;224.84104;+03.54082;166.75;5629; 7; 4.15; 0.02;-0.26; 0.02; 0.19; 0.01; 4.33; 0.01;  1e+00;  1e-02;        ;     ;     ;       ;      ; 0.181; 0.004;166.73;-4.9142; 0.0101; 0.92; 0.01;12.59; 0.15;DR7;Simbad
 747598092194792448;157.54431;+30.05173;152.88;6054; 9; 4.21; 0.02;-0.17; 0.02; 0.08; 0.02; 3.93; 0.03;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.180; 0.004;153.42;-4.9014; 0.0101; 1.10; 0.01; 5.19; 0.31;DR7;Simbad
2129553263351267584;290.67262;+48.85008;165.82;6221; 9; 4.16; 0.02;-0.49; 0.03; 0.11; 0.02; 3.78; 0.01;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.180; 0.005;166.57;-4.9035; 0.0121; 1.06; 0.02; 5.33; 0.43;DR7;Simbad
1515610090934064512;194.69582;+33.79105;130.62;6118;11; 4.17; 0.03;-0.29; 0.03; 0.10; 0.02; 3.87; 0.02;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.167; 0.005;131.73;-5.0487; 0.0123; 1.08; 0.01; 5.61; 0.24;DR7;Simbad
 608428988457841024;132.13550;+13.57405;104.42;5856;12; 4.22; 0.03; 0.14; 0.03; 0.00; 0.01; 3.93; 0.01;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.167; 0.006;104.30;-5.0416; 0.0162; 1.16; 0.02; 5.10; 0.55;DR7;Simbad
2833422433779403136;341.24652;+18.91939;186.99;6346; 8; 4.16; 0.02;-0.37; 0.02; 0.07; 0.01; 3.66; 0.02;  3e+00;  5e-02;        ;     ;     ;       ;      ; 0.193; 0.005;186.59;-4.7837; 0.0108; 1.16; 0.01; 3.39; 0.16;DR7;Simbad
3380202552590150016;104.64130;+23.43602;107.89;5635;12; 4.36; 0.03;-0.45; 0.04; 0.10; 0.02; 4.41; 0.03;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.183; 0.008;107.91;-4.8970; 0.0177; 0.88; 0.01;13.50; 0.41;DR7;Simbad
 714435820773570944;139.74063;+35.07521;123.42;6370;12; 4.05; 0.03;-0.36; 0.04; 0.09; 0.01; 3.37; 0.04;  3e+00;  6e-02;        ;     ;     ;       ;      ; 0.209; 0.004;124.09;-4.6681; 0.0091; 1.22; 0.01; 3.14; 0.12;DR7;Simbad
3814204707179201152;171.95954;+05.92801;104.23;6131;14; 4.12; 0.04;-0.58; 0.04; 0.13; 0.02; 4.00; 0.04;  2e+00;  4e-02;        ;     ;     ;       ;      ; 0.233; 0.009;104.23;-4.4373; 0.0165; 0.96; 0.02; 7.74; 0.43;DR7;Simbad
 237744070679896064;053.21252;+41.64365;131.67;5689;10; 4.05; 0.02;-0.38; 0.03; 0.22; 0.01; 4.27; 0.02;  2e+00;  2e-02;        ;     ;     ;       ;      ; 0.189; 0.006;130.52;-4.8410; 0.0126; 0.94; 0.01;11.43; 0.35;DR7;Simbad
 250358252187925120;057.52012;+50.09949;146.93;6025; 9; 4.18; 0.02; 0.03; 0.02;-0.01; 0.01; 3.79; 0.03;  2e+00;  3e-02;        ;     ;     ;       ;      ; 0.177; 0.006;147.14;-4.9313; 0.0137; 1.16; 0.01; 4.27; 0.18;DR7;Simbad
 758429175081458816;168.76456;+34.05270;226.92;5939; 5; 4.19; 0.02;-0.70; 0.02; 0.19; 0.01; 4.32; 0.01;  1e+00;  2e-02;        ;     ;     ;       ;      ; 0.215; 0.004;226.92;-4.5361; 0.0076; 0.84; 0.01;11.92; 0.22;DR7;Simbad
