#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-23T23:05:56 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-23T23:05:57	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-out.all=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/132/161/table2&-order=I&-out=Name&-out=HIP&-out=n_HIP&-out=HD/DM&-out=SpType&-out=n_SpType&-out=Teff&-out=log(g)&-out=VTurb&-out=[M/H]&-out.all=2&-out=Note&-out=Fit&-out=SMW&-out=logR&-out=AC&-out=n_AC&-out=Obs&-out=t5&-out=SimbadName&-out=_RA&-out=_DE&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51320161
#Name: J/AJ/132/161
#Title: NStars project: The southern sample. I. (Gray+, 2006)
#INFO	ivoid=ivo://cds.vizier/j/aj/132/161	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/132/161	    IVOID of underlying data collection
#INFO	creator=Gray R.O.	    First author or institution
#INFO	cites=bibcode:2006AJ....132..161G	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2006	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/132/161	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51320161	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-11-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_132_161_table2:
#Name: J/AJ/132/161/table2
#Title: Spectral types, basic physical parameters and chromospheric indices
#Column	Name	(A10)	Star name	[ucd=meta.id;meta.main]
#Column	HIP	(I6)	? Hipparcos catalog designation	[ucd=meta.id]
#Column	n_HIP	(A1)	[*] For HIP 117815, 2 HD designations	[ucd=meta.note]
#Column	HD/DM	(a8)	The HD or DM designation	[ucd=meta.id]
#Column	SpType	(a22)	MK Spectral type	[ucd=src.spType]
#Column	n_SpType	(A1)	[*] Note on the spectral type in notes.dat file	[ucd=meta.note]
#Column	Teff	(I5)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	? Log of the surface gravity	[ucd=phys.gravity]
#Column	VTurb	(F4.1)	? Microturbulent velocity	[ucd=phys.veloc]
#Column	[M/H]	(F5.2)	? Overall metal abundance (2)	[ucd=phys.abund.Z]
#Column	Note	(A1)	[*] indicates a note detailed in notes.dat file	[ucd=meta.note]
#Column	Fit	(A1)	[K] Remark on the fitting process (3)	[ucd=meta.note]
#Column	SMW	(F6.3)	? Mt. Wilson system chromospheric activity index	[ucd=phot.flux;arith.ratio]
#Column	logR	(F7.3)	? Ca II K & H line chromospheric flux measure	[ucd=phot.flux;arith.ratio]
#Column	AC	(A2)	Chromospheric activity class (4)	[ucd=src.class]
#Column	n_AC	(A1)	[*] Note on the chromospheric activity in notes.dat file	[ucd=meta.note]
#Column	Obs	(a7)	Spectrum source (5)	[ucd=meta.id;instr.tel]
#Column	t5	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	SimbadName	(a17)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name;HIP;n_HIP;HD/DM;SpType;n_SpType;Teff;log(g);VTurb;[M/H];Note;Fit;SMW;logR;AC;n_AC;Obs;t5;SimbadName;_RA;_DE
HIP  67344; 67344; ;120205  ;K0- V (k)             ; ; 5174; 4.55; 1.0;-0.02; ; ; 0.378; -4.535;A ; ;SO     ; ;HIP  67344       ;207.04191;-10.78875
HIP  67408; 67408; ;120237  ;F8.5 V                ; ; 6177; 4.27; 1.0; 0.06; ; ; 0.192; -4.779;I ; ;SO     ; ;HIP  67408       ;207.22945;-35.70418
HIP  67487; 67487; ;120467  ;K5.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.799; -4.810;I ; ;CTIO/SO; ;HIP  67487       ;207.43669;-22.11109
HIP  67601; 67601; ;120491  ;K4.5 V                ; ;     ;     ;    ;     ; ; ; 0.630; -4.670;A ; ;CTIO   ; ;HIP  67601       ;207.77451;-53.73501
HIP  67620; 67620; ;120690  ;G5+ V                 ; ; 5535; 4.42; 1.0;-0.15; ; ; 0.237; -4.703;A ; ;CTIO/SO; ;HIP  67620       ;207.83476;-24.39051
HIP  67655; 67655; ;120559  ;G7 V Fe-1.4 CH-1      ; ; 5621; 4.74; 1.0;-0.67; ; ; 0.155; -5.029;I ; ;CTIO   ; ;HIP  67655       ;207.91829;-57.43564
HIP  67742; 67742; ;120780  ;K2 V                  ; ; 4928; 4.56; 1.0;-0.27; ; ; 0.219; -4.888;I ; ;CTIO   ; ;HIP  67742       ;208.14941;-50.92173
HIP  67761; 67761; ;        ;M2 V (k)              ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  67761       ;208.22280;-18.33802
HIP  67795; 67795; ;        ;M2.5 V                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  67795       ;208.30831;-38.34973
HIP  67798; 67798; ;        ;M1 V k                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO/SO; ;HIP  67798       ;208.33230;-30.77710
HIP  67960; 67960; ;121271  ;M0 V k                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  67960       ;208.76065;-29.09053
HIP  67986; 67986; ;120744  ;K2 V (k)              ; ; 4953; 4.52; 1.0;-0.11; ; ; 0.188; -4.989;I ; ;CTIO   ; ;HIP  67986       ;208.83663;-76.27075
HIP  68101; 68101; ;121384  ;G8 V CH+0.3 Ca I wk   ; ; 5250; 3.63; 1.0;-0.46; ; ; 0.130; -5.220;VI; ;CTIO   ; ;HIP  68101       ;209.13727;-54.70467
HIP  68273; 68273; ;121849  ;G5 V                  ; ; 5575; 4.56; 1.0;-0.34; ; ; 0.149; -5.082;I ; ;CTIO   ; ;HIP  68273       ;209.65295;-34.00129
HIP  68462; 68462; ;        ;M0 V k                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  68462       ;210.23763;-31.79721
HIP  68641; 68641; ;122510  ;F5 V                  ; ; 6498; 4.00; 2.0;-0.14; ; ; 0.265; -4.491;A ; ;CTIO   ; ;HIP  68641       ;210.75718;-31.68404
HIP  68772; 68772; ;        ;K4 V (k)              ; ;     ;     ;    ;     ; ; ; 0.541; -4.705;A ; ;CTIO   ; ;HIP  68772       ;211.13966;-39.90295
HIP  68895; 68895; ;123123  ;K1 III-IV             ; ;     ;     ;    ;     ; ; ; 0.150;       ;  ; ;SO     ; ;HIP  68895       ;211.59291;-26.68236
HIP  68933; 68933; ;123139  ;K0 III                ; ;     ;     ;    ;     ; ; ; 0.141;       ;  ; ;SO     ; ;HIP  68933       ;211.67061;-36.36995
HIP  69075; 69075; ;123333  ;K3 V (k)              ; ; 4724; 4.68; 1.0;-0.53; ; ; 0.241; -4.882;I ; ;CTIO   ; ;HIP  69075       ;212.08920;-52.28717
HIP  69090; 69090; ;122862  ;F9.5 V                ; ; 6002; 4.14; 1.0;-0.05; ; ; 0.154; -4.998;I ; ;CTIO   ; ;HIP  69090       ;212.11318;-74.85029
HIP  69163; 69163; ;        ;M0.5 V ke             ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO/SO; ;HIP  69163       ;212.36321;-30.93031
HIP  69285; 69285; ;        ;M2 V                  ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  69285       ;212.73942;-31.29033
HIP  69357; 69357; ;124106  ;K1 V (k)              ; ; 4983; 4.55; 1.0;-0.12; ; ; 0.307; -4.675;A ; ;SO     ; ;HIP  69357       ;212.94239;-12.61177
HIP  69562; 69562; ;124498  ;K5.5 V kee            ; ;     ;     ;    ;     ; ; ; 5.576; -3.982;VA;*;SO     ; ;HIP  69562       ;213.58899;-15.35604
HIP  69570; 69570; ;124364  ;G5 V                  ; ; 5629; 4.59; 1.0;-0.22; ; ; 0.166; -4.966;I ; ;CTIO   ; ;HIP  69570       ;213.60344;-48.14664
HIP  69578; 69578; ;        ;B2 III SB             ;*;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP  69578       ;213.62812;-61.79941
HIP  69671; 69671; ;124580  ;G0 V                  ; ; 5913; 4.45; 1.0;-0.15; ; ; 0.252; -4.597;A ; ;CTIO   ; ;HIP  69671       ;213.91119;-45.00076
HIP  69965; 69965; ;125276  ;F9 V Fe-1.5 CH-0.7    ; ; 6129; 4.24; 1.0;-0.55; ; ; 0.221; -4.641;A ; ;SO     ; ;HIP  69965       ;214.75373;-25.81543
HIP  69972; 69972; ;125072  ;K3 IV                 ; ; 4903; 4.48; 1.0; 0.45; ; ; 0.224; -5.010;I ; ;CTIO   ; ;HIP  69972       ;214.77014;-59.37904
HIP  70170; 70170; ;125595  ;K4 V (k)              ; ;     ;     ;    ;     ; ; ; 0.364; -4.913;I ; ;CTIO   ; ;HIP  70170       ;215.34661;-40.39395
HIP  70459; 70459; ;125881  ;G0- V                 ; ; 6051; 4.37; 1.0; 0.12; ; ; 0.179; -4.858;I ; ;CTIO   ;S;HIP  70459       ;216.19157;-63.70657
HIP  70472; 70472; ;        ;K7 V                  ; ;     ;     ;    ;     ; ; ; 0.964; -4.728;A ; ;SO     ; ;HIP  70472       ;216.20775;-17.45225
HIP  70610; 70610; ;125271  ;K3+ V (k)             ; ; 4618; 4.67; 1.0;-0.29; ; ; 0.236; -4.984;I ; ;CTIO   ; ;HIP  70610       ;216.64857;-81.45331
HIP  70656; 70656; ;        ;K5 V                  ; ;     ;     ;    ;     ; ; ; 0.331; -4.955;I ; ;CTIO   ; ;HIP  70656       ;216.76941;-77.18333
HIP  70695; 70695; ;126525  ;G4 V                  ; ; 5586; 4.44; 1.0;-0.23; ; ; 0.155; -5.034;I ; ;CTIO   ; ;HIP  70695       ;216.88738;-51.93309
HIP  70756; 70756; ;126829  ;K4+ V (k)             ; ;     ;     ;    ;     ; ; ; 1.004; -4.481;A ; ;SO     ; ;HIP  70756       ;217.05095;-16.11010
HIP  70849; 70849; ;        ;K7 V k                ; ;     ;     ;    ;     ; ; ; 1.887; -4.697;A ; ;CTIO   ; ;HIP  70849       ;217.32735;-46.46382
HIP  70924; 70924; ;126999  ;K6 V                  ; ;     ;     ;    ;     ; ; ; 0.614; -4.810;I ; ;CTIO   ; ;HIP  70924       ;217.55771;-46.95050
HIP  71469; 71469; ;128429  ;F6 V                  ; ; 6445; 4.27; 2.0;-0.09; ; ; 0.287; -4.428;A ; ;SO     ; ;HIP  71469       ;219.24915;-12.30530
HIP  71481; 71481; ;128356  ;K2.5 IV               ; ;     ;     ;    ;     ; ; ; 0.214; -4.768;I ; ;SO     ; ;HIP  71481       ;219.27037;-25.80257
HIP  71530; 71530; ;128020  ;F8.5 V Fe-0.6         ; ; 6287; 4.32; 1.6;-0.11; ; ; 0.186; -4.772;I ; ;CTIO   ; ;HIP  71530       ;219.44274;-67.93201
HIP  71639; 71639; ;128582  ;F8 V                  ; ; 6274; 4.10; 1.0; 0.09; ; ; 0.158; -4.924;I ; ;CTIO   ; ;HIP  71639       ;219.79519;-46.58448
HIP  71681; 71681; ;128621  ;K2 IV C2+1 **         ; ;     ;     ;    ;     ; ; ; 0.157;       ;  ; ;CTIO   ; ;HIP  71681       ;219.89610;-60.83753
HIP  71682; 71682; ;128787  ;F5 V                  ; ; 6501; 4.33; 2.0;-0.21; ; ; 0.316; -4.375;A ; ;SO     ; ;HIP  71682       ;219.92064;-26.72365
HIP  71683; 71683; ;128620  ;G2 V                  ; ;     ;     ;    ;     ; ; ; 0.153; -5.059;I ; ;CTIO   ; ;HIP  71683       ;219.90206;-60.83399
HIP  71686; 71686; ;        ;K3.5 V (k)            ;*;     ;     ;    ;     ; ; ; 0.758; -4.541;A ; ;SO     ; ;HIP  71686       ;219.94595;-26.69806
HIP  71735; 71735; ;128674  ;G7 V                  ; ; 5639; 4.44; 1.0;-0.15; ; ; 0.153; -5.050;I ; ;CTIO   ; ;HIP  71735       ;220.11776;-57.02956
HIP  71743; 71743; ;128987  ;G8 V (k)              ; ; 5503; 4.52; 1.0; 0.00; ; ; 0.369; -4.439;A ; ;SO     ; ;HIP  71743       ;220.12961;-16.20929
HIP  71855; 71855; ;128400  ;G5 V                  ; ; 5558; 4.50; 1.0;-0.05; ; ; 0.322; -4.518;A ; ;CTIO   ; ;HIP  71855       ;220.46858;-75.13948
HIP  71908; 71908; ;128898  ;A7 Vp SrCrEu          ;*; 7631; 4.11; 1.2; 0.36; ; ;      ;       ;  ; ;CTIO   ; ;HIP  71908       ;220.62675;-64.97514
HIP  71957; 71957; ;129502  ;F2 V                  ; ; 6751; 4.21; 2.8;-0.05; ; ;      ;       ;  ; ;CTIO   ; ;HIP  71957       ;220.76509;-05.65820
HIP  72048; 72048; ;129060  ;F8 V                  ; ; 6250; 4.40; 1.0; 0.16; ; ; 0.312; -4.426;A ; ;CTIO   ; ;HIP  72048       ;221.05892;-69.67412
HIP  72119; 72119; ;129642  ;K2+ V                 ; ; 4800; 4.49; 1.0;-0.19; ; ; 0.138; -5.189;VI; ;CTIO   ; ;HIP  72119       ;221.29058;-49.91628
HIP  72197; 72197; ;129926  ;F0 IV                 ; ; 7172; 3.94; 2.0; 0.17; ; ;      ;       ;  ; ;SO     ; ;HIP  72197       ;221.50033;-25.44318
HIP  72399; 72399; ;130260  ;K3 V k                ;*;     ;     ;    ;     ; ; ; 2.076; -4.114;VA;*;CTIO   ; ;HIP  72399       ;222.04027;-36.78394
HIP  72400; 72400; ;        ;K5.5 V (k)            ;*;     ;     ;    ;     ; ; ; 1.176;       ;  ; ;CTIO   ; ;HIP  72400       ;222.04402;-36.78351
HIP  72493; 72493; ;130042  ;K1 V                  ; ; 5101; 4.31; 1.0;-0.09; ; ; 0.186; -4.949;I ; ;CTIO   ; ;HIP  72493       ;222.34882;-67.23597
HIP  72603; 72603; ;130819  ;F4 V                  ; ; 6745; 4.25; 2.0;-0.02; ; ;      ;       ;  ; ;SO     ; ;HIP  72603       ;222.67156;-15.99723
HIP  72622; 72622; ;130841  ;kA2hA5mA4 IV-V        ; ; 8128; 3.91; 2.0;-0.24; ; ;      ;       ;  ; ;SO     ; ;HIP  72622       ;222.71964;-16.04178
HIP  72685; 72685; ;130922B ;F8.5 V Fe-0.5         ;*;     ;     ;    ;     ; ; ; 0.177; -4.860;I ; ;CTIO/SO; ;HIP  72685       ;222.91795;-30.88494
HIP  72688; 72688; ;130992  ;K3.5 V                ; ; 4654; 4.59; 1.0;-0.09; ; ; 0.296; -4.904;I ; ;SO     ; ;HIP  72688       ;222.91860;-24.30413
HIP  72742; 72742; ;130930  ;K2 V                  ; ; 4926; 4.46; 1.0; 0.00; ; ; 0.146; -5.141;VI; ;CTIO   ; ;HIP  72742       ;223.07390;-43.81819
HIP  73066; 73066; ;131719  ;K3 V (k)              ; ;     ;     ;    ;     ; ; ; 0.545; -4.567;A ; ;CTIO   ; ;HIP  73066       ;223.97924;-27.12729
HIP  73169; 73169; ;        ;M0 V k                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  73169       ;224.30266;-06.31698
HIP  73182; 73182; ;131976  ;M1.5 V                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO/SO; ;HIP  73182       ;224.36056;-21.41155
HIP  73184; 73184; ;131977  ;K4 V                  ; ;     ;     ;    ;     ; ; ; 0.534; -4.727;A ; ;CTIO/SO; ;HIP  73184       ;224.36667;-21.41548
HIP  73241; 73241; ;131923  ;G4 V                  ; ; 5497; 4.26; 1.0;-0.19; ; ; 0.153; -5.059;I ; ;CTIO   ; ;HIP  73241       ;224.53667;-48.86295
HIP  73362; 73362; ;        ;K6.5 V (k)            ; ;     ;     ;    ;     ; ; ; 1.363; -4.674;A ; ;CTIO   ; ;HIP  73362       ;224.88226;-44.09476
HIP  73383; 73383; ;132301  ;F6 V                  ; ; 6447; 4.31; 1.7;-0.11; ; ; 0.260; -4.505;A ; ;CTIO   ; ;HIP  73383       ;224.93765;-43.81134
HIP  73457; 73457; ;132683  ;K8 V k                ; ;     ;     ;    ;     ; ; ; 1.809; -4.628;A ; ;SO     ; ;HIP  73457       ;225.18089;-11.13513
HIP  73547; 73547; ;132648  ;G8.5 V                ; ; 5429; 4.55; 1.0;-0.24; ; ; 0.170; -4.966;I ; ;CTIO   ; ;HIP  73547       ;225.47194;-47.00747
HIP  73631; 73631; ;        ;K5.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.996; -4.599;A ; ;CTIO   ; ;HIP  73631       ;225.76485;-46.29382
HIP  73633; 73633; ;132899  ;K4.5 V (k)            ; ;     ;     ;    ;     ; ; ; 1.081; -4.498;A ; ;CTIO   ; ;HIP  73633       ;225.77548;-41.99256
HIP  73649; 73649; ;        ;K6 V                  ; ;     ;     ;    ;     ; ; ; 0.434;       ;  ; ;CTIO/SO; ;HIP  73649       ;225.82077;-17.59529
HIP  73754; 73754; ;133295  ;F9 V CH-0.4           ; ; 6069; 4.45; 1.0;-0.09; ; ; 0.324; -4.415;A ; ;CTIO/SO; ;HIP  73754       ;226.13783;-28.30017
HIP  73787; 73787; ;133412  ;K5+ V (k)             ; ;     ;     ;    ;     ; ; ; 0.891; -4.681;A ; ;CTIO/SO; ;HIP  73787       ;226.22493;-18.59089
HIP  73850; 73850; ;133469  ;F5.5 V                ; ; 6466; 4.21; 2.0;-0.07; ; ; 0.278; -4.466;A ; ;CTIO/SO; ;HIP  73850       ;226.39127;-30.55086
HIP  74234; 74234; ;134440  ;K2 V                  ; ; 4878; 4.84; 1.0;-1.30; ; ; 0.132; -5.197;VI; ;SO     ; ;HIP  74234       ;227.55403;-16.46292
HIP  74235; 74235; ;134439  ;K2 V Fe-0.8           ; ; 5121; 4.76; 1.0;-1.29; ; ; 0.134; -5.188;VI; ;SO     ; ;HIP  74235       ;227.55453;-16.37941
HIP  74243; 74243; ;134180  ;K2.5 V                ; ;     ;     ;    ;     ; ; ; 0.306; -4.822;I ; ;CTIO   ; ;HIP  74243       ;227.58451;-49.89981
HIP  74255; 74255; ;134220  ;K2.5 V                ; ; 4906; 4.65; 1.0;-0.32; ; ; 0.179; -4.972;I ; ;CTIO   ; ;HIP  74255       ;227.63420;-50.74749
HIP  74268; 74268; ;134331  ;G0+ V                 ; ; 5954; 4.42; 1.0;-0.01; ; ; 0.170; -4.925;I ; ;CTIO   ; ;HIP  74268       ;227.67338;-43.72987
HIP  74271; 74271; ;134330  ;G6 V                  ; ; 5552; 4.48; 1.0; 0.03; ; ; 0.177; -4.932;I ; ;CTIO   ; ;HIP  74271       ;227.68006;-43.71691
HIP  74273; 74273; ;134060  ;G0 V Fe+0.4           ; ; 5911; 4.32; 1.0; 0.06; ; ; 0.151; -5.042;I ; ;CTIO   ;S;HIP  74273       ;227.68643;-61.42232
HIP  74389; 74389; ;134664  ;G1.5 V                ; ; 5782; 4.44; 1.0; 0.04; ; ; 0.175; -4.916;I ; ;CTIO/SO;S;HIP  74389       ;228.04314;-30.88629
HIP  74395; 74395; ;134505  ;G7 III                ; ; 5004; 2.72; 1.0;-0.09; ;K; 0.148;       ;  ; ;CTIO   ; ;HIP  74395       ;228.07123;-52.09925
HIP  74500; 74500; ;134987  ;G6 IV-V               ; ; 5564; 4.24; 1.0; 0.07; ; ; 0.165; -4.979;I ; ;SO     ; ;HIP  74500       ;228.36945;-25.30935
HIP  74653; 74653; ;134606  ;G6 IV                 ; ; 5502; 4.07; 1.0; 0.24; ; ; 0.154; -5.057;I ; ;CTIO   ; ;HIP  74653       ;228.81268;-70.51962
HIP  74815; 74815; ;        ;K9 V kee              ; ;     ;     ;    ;     ; ; ; 5.870; -4.117;VA;*;SO     ; ;HIP  74815       ;229.33788;-27.99730
HIP  74824; 74824; ;135379  ;A3 Va                 ; ; 8641; 4.02; 2.7; 0.17;*; ;      ;       ;  ; ;CTIO   ; ;HIP  74824       ;229.37854;-58.80120
HIP  75181; 75181; ;136352  ;G2- V                 ; ; 5746; 4.49; 1.0;-0.34; ; ; 0.157; -5.013;I ; ;CTIO   ; ;HIP  75181       ;230.45063;-48.31763
HIP  75206; 75206; ;136351  ;F6 III-IV             ; ; 6339; 3.71; 2.0; 0.00; ; ; 0.187; -4.765;I ; ;CTIO   ; ;HIP  75206       ;230.53446;-47.92779
HIP  75255; 75255; ;136466  ;G8 V Fe-1.2 CH-1      ; ; 5438; 4.39; 1.0;-0.43;*; ; 0.151; -5.057;I ; ;CTIO   ; ;HIP  75255       ;230.65189;-47.92110
HIP  75363; 75363; ;136894  ;G8+ V                 ; ; 5408; 4.45; 1.0;-0.14; ; ; 0.165; -4.989;I ; ;SO     ; ;HIP  75363       ;231.01012;-27.30522
HIP  75398; 75398; ;137010  ;K3.5 V                ; ;     ;     ;    ;     ; ; ; 0.251; -4.955;I ; ;CTIO/SO; ;HIP  75398       ;231.08855;-19.73935
HIP  75416; 75416; ;        ;K6 V (k)              ; ;     ;     ;    ;     ; ; ; 1.677; -4.552;A ; ;CTIO/SO; ;HIP  75416       ;231.12873;-13.37089
HIP  75423; 75423; ;        ;M2 V                  ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO/SO; ;HIP  75423       ;231.19063;-17.12760
HIP  75542; 75542; ;137303  ;K4 V                  ; ;     ;     ;    ;     ; ; ; 0.432; -4.731;A ; ;SO     ; ;HIP  75542       ;231.49376;-26.70578
HIP  75753; 75753; ;        ;K7 V (k)              ; ;     ;     ;    ;     ; ; ; 1.675; -4.676;A ; ;CTIO   ; ;HIP  75753       ;232.13080;-33.13507
HIP  75798; 75798; ;        ;M0 V k                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  75798       ;232.27988;-17.38179
HIP  76147; 76147; ;137628  ;K2.5 IV-V             ; ;     ;     ;    ;     ; ; ; 0.303; -4.853;I ; ;CTIO   ; ;HIP  76147       ;233.29295;-74.34775
HIP  76200; 76200; ;138549  ;G8 IV-V               ; ; 5497; 4.52; 1.0;-0.11; ; ; 0.158; -5.027;I ; ;CTIO   ; ;HIP  76200       ;233.47316;-31.01905
HIP  76203; 76203; ;138648  ;G9 IV-V               ; ; 5070; 4.31; 1.0;-0.08; ; ; 0.173; -4.998;I ; ;CTIO/SO; ;HIP  76203       ;233.48665;-17.00228
HIP  76351; 76351; ;137388  ;K2 IV                 ;*; 5111; 4.39; 1.0; 0.15; ; ; 0.163; -5.062;I ; ;CTIO   ; ;HIP  76351       ;233.91634;-80.20459
HIP  76362; 76362; ;        ;K1 III                ;*;     ;     ;    ;     ; ; ;      ;       ;  ; ;CTIO   ; ;HIP  76362       ;233.95252;-80.20247
HIP  76550; 76550; ;        ;K7 Vp                 ;*;     ;     ;    ;     ; ; ; 0.586; -4.896;I ; ;CTIO/SO; ;HIP  76550       ;234.50978;-21.31918
HIP  76629; 76629; ;139084  ;K0 V k                ; ; 5002; 4.38; 1.0;-0.34; ; ; 0.792; -4.159;VA;*;CTIO   ; ;HIP  76629       ;234.73982;-57.70758
HIP  76716; 76716; ;139211  ;F6 IV                 ; ; 6385; 4.13; 1.9;-0.01; ; ; 0.156; -4.921;I ; ;CTIO   ; ;HIP  76716       ;234.98560;-59.90834
HIP  76779; 76779; ;139763  ;K6 V k                ; ;     ;     ;    ;     ; ; ; 1.728; -4.539;A ; ;SO     ; ;HIP  76779       ;235.14404;-18.04903
HIP  76793; 76793; ;139696  ;K2.5 V (k)            ; ;     ;     ;    ;     ; ; ; 0.507; -4.559;A ; ;CTIO   ; ;HIP  76793       ;235.18855;-32.86649
HIP  76829; 76829; ;139664  ;F4 V                  ; ; 6649; 4.14; 1.5;-0.18; ; ;      ;       ;  ; ;CTIO   ; ;HIP  76829       ;235.29740;-44.66121
HIP  76990; 76990; ;140011  ;K2.5 V (k)            ; ; 4800; 4.40; 1.0; 0.14; ; ; 0.459; -4.619;A ; ;CTIO   ; ;HIP  76990       ;235.79942;-44.72009
HIP  77158; 77158; ;140045  ;K0 V                  ; ; 5279; 4.67; 1.0;-0.39; ; ; 0.150; -5.084;I ; ;CTIO   ; ;HIP  77158       ;236.30673;-63.13198
HIP  77310; 77310; ;140408  ;F6 V                  ; ; 6255; 4.28; 2.0;-0.33; ; ; 0.210; -4.670;A ; ;CTIO   ; ;HIP  77310       ;236.75080;-62.79655
HIP  77349; 77349; ;        ;M2.5 V                ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  77349       ;236.85229;-10.89646
HIP  77358; 77358; ;140901  ;G7 IV-V               ; ; 5500; 4.44; 1.0; 0.02; ; ; 0.208; -4.802;I ; ;SO     ; ;HIP  77358       ;236.87125;-37.91631
HIP  77444; 77444; ;140643  ;K2 IV-V               ; ; 4958; 4.40; 1.0; 0.06; ; ; 0.179; -5.013;I ; ;CTIO   ; ;HIP  77444       ;237.14894;-65.23338
HIP  77707; 77707; ;141919  ;K0 V (k)              ; ;     ;     ;    ;     ; ; ; 0.463; -4.488;A ; ;SO     ; ;HIP  77707       ;237.98602;-09.46926
HIP  77740; 77740; ;141937  ;G1 V                  ; ; 5817; 4.39; 1.0; 0.04; ; ; 0.171; -4.924;I ; ;CTIO/SO;S;HIP  77740       ;238.07312;-18.43605
HIP  77908; 77908; ;142288  ;K5- V (k)             ; ;     ;     ;    ;     ; ; ; 0.809; -4.755;I ; ;SO     ; ;HIP  77908       ;238.66012;-26.00418
HIP  77952; 77952; ;141891  ;F1 V                  ; ; 7109; 3.90; 2.7;-0.18; ; ;      ;       ;  ; ;CTIO   ; ;HIP  77952       ;238.78568;-63.43073
HIP  78089; 78089; ;        ;M1.5 V k              ; ;     ;     ;    ;     ; ; ;      ;       ;  ; ;SO     ; ;HIP  78089       ;239.17270;-04.23909
HIP  78169; 78169; ;142415  ;G1 V                  ; ; 5905; 4.41; 1.0; 0.00; ; ; 0.203; -4.770;I ; ;CTIO   ;S;HIP  78169       ;239.41997;-60.20026
HIP  78170; 78170; ;142709  ;K5- V                 ; ;     ;     ;    ;     ; ; ; 0.374; -4.916;I ; ;CTIO   ; ;HIP  78170       ;239.41977;-42.62423
HIP  78267; 78267; ;142945  ;G7 V Fe-2.2 CH-1.5    ; ; 5892; 4.49; 1.0;-0.72; ; ; 0.186; -4.817;I ; ;SO     ; ;HIP  78267       ;239.71716;-38.99761
HIP  78330; 78330; ;143114  ;G0+ V                 ; ; 5819; 4.40; 1.0;-0.41; ; ; 0.175; -4.889;I ; ;SO     ; ;HIP  78330       ;239.90945;-29.63256
HIP  78343; 78343; ;143098  ;G5.5 V                ; ; 5601; 4.50; 1.0;-0.07; ; ; 0.334; -4.480;A ; ;SO     ; ;HIP  78343       ;239.94899;-35.84543
HIP  78400; 78400; ;143333  ;F7 V                  ; ; 6268; 3.99; 1.0; 0.06; ; ; 0.192; -4.753;I ; ;CTIO/SO; ;HIP  78400       ;240.08171;-16.53349
HIP  78430; 78430; ;143424  ;K2 V                  ; ;     ;     ;    ;     ; ; ; 0.143; -5.156;VI; ;CTIO   ; ;HIP  78430       ;240.17821;-15.41215
